# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "1" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "unzipped.gtf" "-o" "SRR453566_featurecounts.txt" "SRR453566_final_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_final_sorted.bam
YDL211C	IV	79294	80412	-	1119	205
YDL074C	IV	324047	326149	-	2103	1637
YDL091C	IV	293392	294759	-	1368	482
YDR346C	IV	1167214	1168659	-	1446	3256
YDR072C	IV	589761	591344	-	1584	1152
YDR242W	IV	946807	948456	+	1650	268
YDR323C	IV	1112480	1114027	-	1548	230
YDR486C	IV	1427431	1428120	-	690	411
YDR420W	IV	1306267	1311675	+	5409	777
YDL122W	IV	242552	244981	+	2430	1949
YDR390C	IV	1254937	1256847	-	1911	1135
YDR481C	IV	1418550	1420250	-	1701	1534
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	326
YDL105W	IV	272389	273597	+	1209	152
YDL141W	IV	203039	205111	+	2073	839
YDR400W	IV	1271063	1272085	+	1023	419
YDR522C	IV	1483795	1485303	-	1509	64
YDL173W	IV	148191	149078	+	888	368
YDR279W	IV	1019368	1020420	+	1053	359
YDR281C	IV	1022007	1022321	-	315	98
YDR213W	IV	889751	892492	+	2742	292
YDR179W-A	IV	819433	820824	+	1392	369
YDR330W	IV	1127872	1129374	+	1503	489
YDR106W	IV	667004	667858	+	855	32
YDL178W	IV	139522	141114	+	1593	2032
YDR484W	IV	1422763	1424688	+	1926	375
YDR308C	IV	1078027	1078449	-	423	360
YDL192W	IV	116321	116866	+	546	5706
YDL202W	IV	98475	99224	+	750	984
YDR146C	IV	748613	750742	-	2130	894
YDR241W	IV	945151	945438	+	288	79
YDL158C	IV	173866	174174	-	309	79
YDL185W	IV	126787	130002	+	3216	6335
YDR251W	IV	960614	963106	+	2493	1003
tL(UAA)D	IV	519743	519826	+	84	0
YDR192C	IV	843569	844861	-	1293	222
YDR368W	IV	1213904	1214842	+	939	970
YDR494W	IV	1436930	1438015	+	1086	1342
YDR399W	IV	1270068	1270733	+	666	5494
YDR070C	IV	588098	588379	-	282	18
YDR138W	IV	730578	732836	+	2259	796
YDR031W	IV	503498	503863	+	366	355
YDR255C	IV	966557	967822	-	1266	307
YDL060W	IV	341619	343985	+	2367	1780
YDR048C	IV	553084	553398	-	315	0
YDR067C	IV	582791	583465	-	675	368
YDR126W	IV	703234	704244	+	1011	216
YDR315C	IV	1092741	1093586	-	846	162
YDL126C	IV	236157	238664	-	2508	9192
YDR262W	IV	993134	993952	+	819	598
tQ(UUG)D3	IV	802731	802802	-	72	0
YDR345C	IV	1162957	1164660	-	1704	14330
YDR079W	IV	603064	603399	+	336	300
YDR433W	IV	1329600	1330040	+	441	12
YDL144C	IV	198662	199732	-	1071	626
YDR306C	IV	1073735	1075171	-	1437	490
YDR292C	IV	1043146	1045011	-	1866	1530
YDL009C	IV	432925	433248	-	324	74
YDR290W	IV	1039370	1039699	+	330	1
YDR282C	IV	1023511	1024755	-	1245	328
YDR170C	IV	796193	802222	-	6030	3281
YDR174W	IV	812110	812850	+	741	1774
YDL218W	IV	66493	67446	+	954	66
YDL062W	IV	339857	340282	+	426	4
YDL048C	IV	366739	368211	-	1473	250
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	5082
YDR112W	IV	679544	679852	+	309	43
YDR538W	IV	1510902	1511630	+	729	36
YDL011C	IV	432308	432631	-	324	1
YDR355C	IV	1186067	1186369	-	303	1
YDR301W	IV	1063352	1067425	+	4074	837
YDR412W	IV	1294693	1295400	+	708	112
YDR530C	IV	1496791	1497768	-	978	289
YDR227W	IV	917571	921647	+	4077	892
YDR041W	IV	539803	540414	+	612	886
YDR015C	IV	477960	478199	-	240	0
YDL008W	IV	433497	433994	+	498	345
YDR234W	IV	931129	933210	+	2082	4970
YDR511W	IV	1470017	1470418	+	402	358
YDR519W	IV	1480425	1480832	+	408	1127
YDL086C-A	IV	301655	302089	-	435	0
YDR250C	IV	960086	960361	-	276	31
YDR465C	IV	1393336	1394574	-	1239	969
YDL001W	IV	447984	449276	+	1293	478
YDR454C	IV	1366264	1366827	-	564	2225
YDR013W	IV	473157	473783	+	627	210
YDR076W	IV	598468	599688	+	1221	165
YDL095W	IV	287059	289512	+	2454	3679
YDL007C-A	IV	436567	436824	-	258	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	6818
YDR100W	IV	655013	655444	+	432	556
YDR479C	IV	1415210	1416874	-	1665	544
tS(AGA)D1	IV	437772	437853	+	82	0
YDL117W	IV	248581	251238	+	2658	784
YDR140W	IV	734138	734803	+	666	270
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	3239
tQ(UUG)D2	IV	645153	645224	-	72	0
YDR327W	IV	1125302	1125628	+	327	89
YDR062W	IV	576474	578159	+	1686	3027
YDR143C	IV	742042	743874	-	1833	737
YDL172C	IV	148607	149086	-	480	0
YDL053C	IV	361699	362256	-	558	509
YDR223W	IV	912099	913502	+	1404	119
YDL037C	IV	384601	385587	-	987	324
YDL167C	IV	160995	163154	-	2160	1047
YDR246W-A	IV	955133	955333	+	201	10
YDR371C-A	IV	1219509	1219613	-	105	0
YDR517W	IV	1477239	1478357	+	1119	958
YDL226C	IV	51115	52173	-	1059	1337
YDR467C	IV	1397583	1397909	-	327	26
YDL134C	IV	219662	220771	-	1110	1030
YDR117C	IV	683946	685643	-	1698	488
YDR314C	IV	1090433	1092511	-	2079	243
YDR440W	IV	1342493	1344241	+	1749	470
YDR303C	IV	1068729	1071386	-	2658	997
YDL078C	IV	315357	316388	-	1032	1706
YDL238C	IV	28985	30454	-	1470	148
YDR529C	IV	1496165	1496548	-	384	3507
YDR437W	IV	1337352	1337774	+	423	68
snR47	IV	541602	541700	-	99	24
YDL196W	IV	106741	107070	+	330	14
YDR452W	IV	1362878	1364902	+	2025	2964
YDR445C	IV	1352182	1352589	-	408	0
YDR347W	IV	1169178	1170143	+	966	948
tQ(UUG)D1	IV	520972	521043	+	72	2
YDR490C	IV	1431968	1434268	-	2301	484
YDR516C	IV	1474974	1476476	-	1503	540
YDR509W	IV	1468226	1468573	+	348	1
YDL193W	IV	114672	115799	+	1128	437
YDL137W	IV	216529	217074	+	546	2602
YDL118W	IV	247302	247682	+	381	6
YDR235W	IV	933504	935138	+	1635	449
YDR233C	IV	929470	930357	-	888	4519
YDR388W	IV	1250186	1251634	+	1449	1340
YDR209C	IV	871036	871449	-	414	441
YDR049W	IV	553254	555152	+	1899	547
YDL194W	IV	111580	114234	+	2655	136
YDR021W	IV	486804	488003	+	1200	260
YDR353W	IV	1183299	1184258	+	960	2640
YDR051C	IV	557056	558060	-	1005	884
YDR288W	IV	1037195	1038106	+	912	402
YDR141C	IV	734901	739997	-	5097	1081
YDR194C	IV	845952	847946	-	1995	4509
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	468
YDR054C	IV	561440	562327	-	888	905
YDR122W	IV	694700	697894	+	3195	898
YDR184C	IV	830629	831513	-	885	380
YDR183C-A	IV	830397	830654	-	258	28
YDL240W	IV	22823	25876	+	3054	554
YDR056C	IV	565023	565640	-	618	724
YDR541C	IV	1519664	1520698	-	1035	399
YDL042C	IV	376757	378445	-	1689	198
YDR185C	IV	831934	832473	-	540	86
YDR328C	IV	1125434	1126018	-	585	1117
YDR280W	IV	1020747	1021664	+	918	763
tV(UAC)D	IV	488797	488870	-	74	8
YDR098C	IV	644178	644930	-	753	1472
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	557
YDR423C	IV	1318046	1319275	-	1230	374
YDR017C	IV	479115	482267	-	3153	902
YDR419W	IV	1303174	1305072	+	1899	564
YDR444W	IV	1350290	1352353	+	2064	446
YDR341C	IV	1151803	1153626	-	1824	3901
YDR154C	IV	768403	768753	-	351	90
YDR464W	IV	1388872	1393179	+	4308	969
YDR132C	IV	718816	720303	-	1488	252
YDL210W	IV	84270	85985	+	1716	62
YDR395W	IV	1263324	1266158	+	2835	2050
YDL222C	IV	60872	61801	-	930	77
YDR372C	IV	1221112	1222149	-	1038	1753
YDR325W	IV	1117126	1120233	+	3108	1001
YDR216W	IV	895035	899006	+	3972	244
YDR082W	IV	610441	611925	+	1485	357
YDL224C	IV	54397	56346	-	1950	783
YDR498C	IV	1445843	1446994	-	1152	342
YDR010C	IV	465051	465383	-	333	9
YDR006C	IV	458542	461247	-	2706	727
YDR182W	IV	827582	829057	+	1476	983
YDL102W	IV	276872	280165	+	3294	594
YDL179W	IV	138291	139205	+	915	443
YDL067C	IV	334217	334396	-	180	1144
YDR030C	IV	501753	503273	-	1521	166
YDR020C	IV	485746	486444	-	699	235
YDR527W	IV	1491094	1492413	+	1320	470
YDR333C	IV	1133260	1135431	-	2172	1012
YDL093W	IV	289909	292140	+	2232	567
YDL043C	IV	375680	376480	-	801	257
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	746
YDR322C-A	IV	1112003	1112293	-	291	1495
YDL130W-A	IV	229171	229431	+	261	488
YDR210W	IV	871074	871301	+	228	0
YDR260C	IV	976717	977229	-	513	295
YDL017W	IV	424209	425732	+	1524	193
YDR073W	IV	592439	592948	+	510	299
YDL069C	IV	333121	333810	-	690	115
YDR455C	IV	1367373	1367681	-	309	3
YDR461W	IV	1385176	1385286	+	111	1119
YDR435C	IV	1332983	1333969	-	987	376
YDL063C	IV	338272	340134	-	1863	675
YDR121W	IV	693585	694175	+	591	302
YDR178W	IV	817950	818495	+	546	530
YDL013W	IV	429067	430926	+	1860	474
YDR534C	IV	1503314	1504900	-	1587	53
YDR392W	IV	1258696	1259709	+	1014	518
YDR034C-A	IV	520516	520692	-	177	0
YDL132W	IV	224304	226751	+	2448	1577
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	28
YDR202C	IV	856898	857953	-	1056	205
YDL050C	IV	364446	364817	-	372	10
YDR524C-A	IV	1489871	1489990	-	120	0
YDL109C	IV	265258	267201	-	1944	206
YDR211W	IV	884727	886865	+	2139	2495
YDR110W	IV	676102	677802	+	1701	839
tG(CCC)D	IV	1257008	1257079	-	72	0
YDR274C	IV	1011589	1011960	-	372	111
YDR167W	IV	789449	790069	+	621	812
YDR156W	IV	769525	769938	+	414	269
YDL223C	IV	57265	60405	-	3141	373
YDR075W	IV	597156	598082	+	927	411
YDR039C	IV	531307	534582	-	3276	4
YDL088C	IV	298417	300003	-	1587	731
YDL129W	IV	231024	231899	+	876	148
YDL215C	IV	70640	73918	-	3279	949
YDR297W	IV	1056551	1057600	+	1050	822
YDR131C	IV	716790	718460	-	1671	188
YDR230W	IV	926223	926570	+	348	12
YDR348C	IV	1170326	1171825	-	1500	1070
YDL169C	IV	158064	158735	-	672	42
YDR007W	IV	461842	462516	+	675	251
YDL195W	IV	107208	111029	+	3822	3054
YDR263C	IV	994242	995534	-	1293	193
YDR220C	IV	907000	907293	-	294	55
YDR429C	IV	1324477	1325301	-	825	3345
YDR119W-A	IV	691014	691214	+	201	34
YDR421W	IV	1312040	1314892	+	2853	372
YDL186W	IV	125616	126449	+	834	33
YDL198C	IV	103649	104551	-	903	2383
YDL120W	IV	245923	246447	+	525	599
YDR379W	IV	1230167	1233196	+	3030	650
YDL029W	IV;IV	399340;399485	399361;400638	+;+	1176	2571
YDR205W	IV	859346	861520	+	2175	377
YDR094W	IV	635840	636175	+	336	0
YDR369C	IV	1215016	1217580	-	2565	366
YDR088C	IV	618497	619645	-	1149	429
YDR411C	IV	1293369	1294394	-	1026	608
YDR441C	IV	1344517	1345062	-	546	455
YDR446W	IV	1353725	1354633	+	909	5
YDL183C	IV	130871	131833	-	963	196
YDR194W-A	IV	848071	848223	+	153	1
YDR114C	IV	681924	682226	-	303	2
YDR442W	IV	1345647	1346039	+	393	5
tK(CUU)D2	IV	1352466	1352538	-	73	0
YDL059C	IV	344237	344953	-	717	564
YDR016C	IV	478474	478758	-	285	324
YDR430C	IV	1325501	1328470	-	2970	1356
YDR366C	IV	1212438	1212836	-	399	4
YDR374W-A	IV	1224757	1225026	+	270	206
YDR293C	IV	1045640	1049392	-	3753	2788
YDR459C	IV	1382319	1383443	-	1125	355
YDR022C	IV	488072	488662	-	591	162
YDR217C	IV	899551	903480	-	3930	866
YDR052C	IV	558511	560625	-	2115	642
YDL027C	IV	403695	404957	-	1263	413
YDR104C	IV	661173	664910	-	3738	414
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	6818
YDR248C	IV	957758	958339	-	582	454
YDR078C	IV	602198	602869	-	672	303
YDR068W	IV	583713	584645	+	933	902
YDL080C	IV	310642	312471	-	1830	594
YDR461C-A	IV	1385524	1385766	-	243	88
YDR252W	IV	963412	963861	+	450	93
YDL046W	IV	371240	371761	+	522	1905
YDR540C	IV	1517136	1517675	-	540	113
YDR181C	IV	825910	827355	-	1446	514
YDL200C	IV	100501	101067	-	567	219
YDR108W	IV	671269	673365	+	2097	473
YDR337W	IV	1146319	1147179	+	861	786
YDR356W	IV	1186107	1188941	+	2835	781
YDL235C	IV	33415	33918	-	504	751
YDR320W-B	IV	1108484	1108621	+	138	1
YDL245C	IV	11657	13360	-	1704	34
YDR170W-A	IV	803195	804517	+	1323	0
YDR210W-B	IV	872112	877425	+	5314	71
YDR210C-D	IV	878659	883927	-	5269	280
YDR316W-B	IV	1096064	1101332	+	5269	7
YDR261C-D	IV	987534	992349	-	4816	202
YDR210C-C	IV	882605	883927	-	1323	0
YDR261C-C	IV	991027	992349	-	1323	0
YDR261W-B	IV	981462	986775	+	5314	272
YDR365W-A	IV	1206997	1208319	+	1323	0
YDR316W-A	IV	1096064	1097386	+	1323	0
YDR261W-A	IV	981462	982778	+	1317	0
YDR365W-B	IV	1206997	1212265	+	5269	155
YDR098C-B	IV	645858	651126	-	5269	86
YDR098C-A	IV	649804	651126	-	1323	0
YDR210W-A	IV	872112	873428	+	1317	0
YDR034C-D	IV	514043	519356	-	5314	3
YDR034C-C	IV	518040	519356	-	1317	0
YOR185C	XV	681444	682106	-	663	169
YOR237W	XV	781994	783298	+	1305	20
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	394
tG(GCC)O1	XV	226611	226681	-	71	0
YOL144W	XV	53098	54552	+	1455	490
snR8	XV	832332	832521	+	190	44
YOR082C	XV	479296	479637	-	342	3
YOL072W	XV	194970	196337	+	1368	266
YOR114W	XV	537570	538454	+	885	209
YOL085C	XV	161673	162014	-	342	13
YOR385W	XV	1065043	1065915	+	873	398
YOR214C	XV	745593	746303	-	711	2
YOL119C	XV	94856	96361	-	1506	1258
YOR019W	XV	368127	370319	+	2193	132
YOR206W	XV	727512	729644	+	2133	2170
YOR345C	XV	981812	982162	-	351	5
YOR341W	XV	960987	965981	+	4995	5578
YOL088C	XV	153912	154745	-	834	744
YOR392W	XV	1079282	1079725	+	444	0
YOR160W	XV	633839	636757	+	2919	776
YOR084W	XV	480587	481750	+	1164	266
YOR039W	XV	405768	406544	+	777	899
YOR264W	XV	818866	820158	+	1293	340
YOR281C	XV	846269	847129	-	861	552
tK(UUU)O	XV;XV	438643;438703	438679;438738	+;+	73	5
YOR230W	XV	770800	772113	+	1314	2629
YOR144C	XV	602717	605092	-	2376	482
YOL081W	XV	171070	180309	+	9240	1270
YOL052C	XV	232446	233636	-	1191	636
YOR285W	XV	849635	850054	+	420	2889
YOR058C	XV	433688	436345	-	2658	586
YOR270C	XV	828052	830574	-	2523	6036
YOL154W	XV	34658	35407	+	750	65
YOR115C	XV	538659	539465	-	807	1062
YOL003C	XV	321858	322994	-	1137	436
YOR258W	XV	811671	812324	+	654	73
tN(GUU)O2	XV	487439	487512	+	74	0
YOL103W	XV	124001	125830	+	1830	1660
YOR215C	XV	746725	747282	-	558	552
YOL095C	XV	139227	141347	-	2121	286
YOL063C	XV	207392	210265	-	2874	582
YOL079W	XV	181057	181455	+	399	0
YOR389W	XV	1074213	1076087	+	1875	259
YOR231W	XV	772601	774127	+	1527	595
YOR021C	XV	372798	373439	-	642	1390
YOR139C	XV	586950	587342	-	393	12
YOR120W	XV	551114	552052	+	939	194
YOL038W	XV	255337	256101	+	765	2325
YOR023C	XV	376012	377712	-	1701	706
YOL124C	XV	85456	86757	-	1302	986
YOR212W	XV	742910	744181	+	1272	1640
YOL013W-A	XV	301047	301238	+	192	2
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	17056
YOR181W	XV	675939	677840	+	1902	576
YOR333C	XV	944541	944957	-	417	0
YOR335C	XV	946233	949109	-	2877	4004
YOL046C	XV	243466	244140	-	675	5
YOL029C	XV	269815	270420	-	606	299
YOL155W-A	XV	27084	27218	+	135	12
YOR072W	XV	461502	461816	+	315	13
YOL161C	XV	11549	11911	-	363	0
snR58	XV	136088	136183	-	96	14
YOL122C	XV	89692	91419	-	1728	1190
YOR252W	XV	803667	804203	+	537	666
YOR157C	XV	630966	631751	-	786	1640
YOL107W	XV	112102	113130	+	1029	354
YOR274W	XV	837674	838960	+	1287	447
YOL013W-B	XV	300690	300980	+	291	11
YOR343C	XV	968148	968474	-	327	23
YOR093C	XV	497506	502452	-	4947	1067
YOR381W-A	XV	1058423	1058590	+	168	2
YOL065C	XV	204731	205885	-	1155	239
YOR092W	XV	495127	496968	+	1842	946
YOR207C	XV	730008	733457	-	3450	2119
YOR365C	XV	1023461	1025572	-	2112	100
YOL005C	XV	315813	316175	-	363	420
YOL020W	XV	286172	287950	+	1779	1218
YOL053W	XV	230085	231272	+	1188	393
YOL117W	XV	97551	99488	+	1938	305
YOR038C	XV	402761	405388	-	2628	520
YOR303W	XV	882899	884134	+	1236	4285
YOR137C	XV	581813	583681	-	1869	451
YOL034W	XV	259923	263204	+	3282	559
YOR052C	XV	426772	427224	-	453	1168
YOR190W	XV	690695	692032	+	1338	99
YOL039W	XV	254297	254617	+	321	4922
YOR349W	XV	989789	992833	+	3045	294
YOL090W	XV	147382	150276	+	2895	1158
YOR271C	XV	831059	832042	-	984	1819
YOR173W	XV	657264	658325	+	1062	137
YOR106W	XV	519121	519972	+	852	280
YOR108W	XV	523027	524841	+	1815	2257
YOR059C	XV	438906	440258	-	1353	745
YOL149W	XV	44938	45633	+	696	695
YOR121C	XV	551798	552103	-	306	28
YOL106W	XV	113226	113579	+	354	35
snR9	XV	407948	408134	-	187	52
YOR295W	XV	869208	869894	+	687	294
YOR203W	XV	722565	722918	+	354	17
YOR132W	XV	573175	574830	+	1656	618
YOR216C	XV	747525	748979	-	1455	933
YOR099W	XV	511825	513006	+	1182	2333
YOR001W	XV	326832	329033	+	2202	876
YOR009W	XV	344335	345798	+	1464	89
YOR204W	XV	722911	724725	+	1815	1871
YOR209C	XV	736437	737726	-	1290	1657
YOR284W	XV	848478	849209	+	732	201
YOR036W	XV	400348	401214	+	867	611
YOR154W	XV	624729	626492	+	1764	512
YOR048C	XV	418630	421650	-	3021	1623
YOL073C	XV	193832	194800	-	969	224
YOL152W	XV	40748	42610	+	1863	126
YOL101C	XV	126982	127920	-	939	41
YOR085W	XV	482033	483085	+	1053	1177
YOR227W	XV	762825	766565	+	3741	1035
YOR159C	XV	633282	633566	-	285	457
YOR146W	XV	605873	606178	+	306	0
YOR372C	XV	1034807	1036471	-	1665	609
YOR112W	XV	531508	533793	+	2286	510
YOR387C	XV	1069621	1070241	-	621	38
YOR229W	XV	768409	769812	+	1404	268
YOR068C	XV	453869	454213	-	345	0
YOR376W-A	XV	1045196	1045351	+	156	29
YOL050C	XV	237882	238202	-	321	13
YOR342C	XV	966666	967625	-	960	927
YOL035C	XV	258803	259105	-	303	6
YOR251C	XV	802550	803464	-	915	768
YOR041C	XV	408358	408789	-	432	0
YOR130C	XV	569929	570807	-	879	541
YOR119C	XV	548792	550246	-	1455	644
YOL166C	XV	1000	1338	-	339	1
YOR008C	XV	341278	342414	-	1137	1426
YOL011W	XV	305349	307409	+	2061	904
YOR248W	XV	798013	798315	+	303	24
YOR202W	XV	721946	722608	+	663	1563
YOR266W	XV	821023	822294	+	1272	391
YOR140W	XV	586981	589281	+	2301	376
YOR004W	XV	333592	334356	+	765	752
YOR308C	XV	894624	896387	-	1764	329
YOR032C	XV	389771	391075	-	1305	106
YOR311C	XV	899056	899928	-	873	874
YOL019W	XV	288898	290553	+	1656	816
YOL138C	XV	61325	65350	-	4026	650
YOL151W	XV	43694	44722	+	1029	775
YOR330C	XV	939621	943385	-	3765	806
YOR379C	XV	1050726	1051064	-	339	0
YOR142W	XV	593057	594046	+	990	1699
YOR268C	XV	825534	825932	-	399	2
snR81	XV	234346	234546	+	201	6
YOR017W	XV	361412	363814	+	2403	692
YOR394W	XV	1082718	1083212	+	495	0
YOL134C	XV	70156	70545	-	390	1
YOR002W	XV	329417	331051	+	1635	1487
YOR194C	XV	711683	712543	-	861	1179
YOR298C-A	XV	877230	877685	-	456	4618
YOL069W	XV	198942	200297	+	1356	307
YOR014W	XV	357674	359947	+	2274	1374
YOR346W	XV	981828	984785	+	2958	1101
YOR044W	XV	413007	413480	+	474	78
YOR275C	XV	839084	841069	-	1986	493
YOR174W	XV	658747	659601	+	855	477
YOR336W	XV	949773	953870	+	4098	878
YOL094C	XV	141584	142555	-	972	350
YOR122C	XV;XV	552298;552875	552665;552887	-;-	381	2306
YOR256C	XV	808254	810683	-	2430	945
YOL137W	XV	65621	67114	+	1494	435
YOR350C	XV	992864	994855	-	1992	371
YOR196C	XV	715593	716837	-	1245	1115
YOR380W	XV	1051290	1052930	+	1641	193
YOR314W-A	XV	904458	904568	+	111	2
tA(UGC)O	XV	854187	854259	-	73	1
YOL097W-A	XV	136220	136405	+	186	17
YOR376W	XV	1043191	1043559	+	369	12
YOR369C	XV	1028194	1028625	-	432	31768
YOL132W	XV	71300	72715	+	1416	83
YOR296W	XV	870202	874071	+	3870	446
YOR260W	XV	813984	815720	+	1737	1996
YOR373W	XV	1036834	1039389	+	2556	432
YOR163W	XV	642741	643307	+	567	365
YOR029W	XV	384600	384935	+	336	6
YOL042W	XV	249825	250916	+	1092	463
YOR316C	XV	906236	907555	-	1320	981
YOR326W	XV	925721	930445	+	4725	5167
YOR293C-A	XV	867998	868147	-	150	12
YOL036W	XV	256745	259030	+	2286	700
YOR072W-B	XV	464469	464630	+	162	0
YOR332W	XV	943656	944357	+	702	510
YOL002C	XV	323411	324364	-	954	903
YOR193W	XV	710446	711576	+	1131	323
YOR243C	XV	790211	792241	-	2031	1973
YOR126C	XV	559961	560677	-	717	268
YOR070C	XV	455907	457820	-	1914	393
YOR328W	XV	931803	936497	+	4695	401
YOL056W	XV	223268	224179	+	912	358
YOR098C	XV	507948	511178	-	3231	1309
YOL110W	XV	109176	109889	+	714	275
YOR213C	XV	744535	745281	-	747	379
YOR253W	XV	804377	804907	+	531	866
YOR008C-A	XV	342857	343081	-	225	12
YOL113W	XV	104326	106293	+	1968	711
YOR060C	XV	440390	441163	-	774	145
YOL076W	XV	187024	189414	+	2391	1141
YOR186C-A	XV	683329	683538	-	210	0
YOR381W	XV	1055545	1057680	+	2136	227
YOR113W	XV	534075	536819	+	2745	262
YOR273C	XV	834452	836431	-	1980	2079
tN(GUU)O1	XV	228331	228404	+	74	0
YOR161W-A	XV	637574	637654	+	81	0
YOL147C	XV	47933	48643	-	711	912
YOR338W	XV	956898	957989	+	1092	65
YOR178C	XV	667860	670241	-	2382	246
YOR188W	XV	685767	689180	+	3414	993
YOL159C	XV	17281	17796	-	516	159
YOR382W	XV	1059531	1059992	+	462	62
YOL071W	XV	196507	196995	+	489	351
YOR363C	XV	1020222	1023212	-	2991	601
YOR069W	XV	453768	455795	+	2028	579
YOR075W	XV	468212	469252	+	1041	392
YOR124C	XV	554824	558642	-	3819	1418
YOR008W-B	XV	343929	344030	+	102	13
snR31	XV	841958	842182	-	225	49
YOL025W	XV	274957	276939	+	1983	211
YOR057W	XV	432186	433373	+	1188	602
YOR265W	XV	820454	820774	+	321	307
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	14150
YOR107W	XV	521353	522282	+	930	117
YOL142W	XV	55558	56280	+	723	654
YOR239W	XV;XV	784857;785689	785687;786744	+;+	1887	1869
YOL091W	XV	145334	147163	+	1830	127
YOR317W	XV	909343	911445	+	2103	3046
YOR370C	XV	1029183	1030994	-	1812	1587
tM(CAU)O1	XV	710201	710272	+	72	4
YOR211C	XV	738924	741569	-	2646	1006
YOR191W	XV	692475	697334	+	4860	1370
YOL064C	XV	206103	207176	-	1074	4324
tT(AGU)O1	XV	113802	113874	+	73	0
YOL049W	XV	238619	240094	+	1476	1676
YOL043C	XV	248392	249534	-	1143	217
YOR043W	XV	410870	412330	+	1461	1079
YOR331C	XV	943565	944122	-	558	0
YOR309C	XV	896698	897078	-	381	227
YOR104W	XV	517642	518490	+	849	287
YOL114C	XV	103317	103925	-	609	41
YOR300W	XV	880575	880883	+	309	2
YOR220W	XV	755328	756125	+	798	437
YOR378W	XV	1049511	1051058	+	1548	139
YOL059W	XV	217126	218448	+	1323	1325
YOR386W	XV	1066839	1068536	+	1698	210
YOL027C	XV	272003	273724	-	1722	1888
snR62	XV	409765	409864	-	100	43
snR17a	XV;XV	780107;780278	780120;780596	+;+	333	48
YOL155C	XV	28703	31606	-	2904	1492
YOR375C	XV	1041678	1043042	-	1365	19026
snR35	XV	759326	759529	-	204	28
YOR100C	XV	513295	514278	-	984	57
YOL026C	XV	274012	274353	-	342	296
YOL012C	XV	303579	303983	-	405	870
YOR026W	XV	379781	380806	+	1026	337
YOR359W	XV	1011189	1012760	+	1572	448
YOR250C	XV	800970	802307	-	1338	291
YOL013C	XV	301380	303035	-	1656	433
YOR272W	XV	832813	834195	+	1383	1247
tG(GCC)O2	XV	282164	282234	+	71	0
YOL164W-A	XV	4130	4312	+	183	16
YOL082W	XV	168727	169974	+	1248	509
snR36	XV	680685	680866	-	182	24
YOR035C	XV	397735	400104	-	2370	550
YOL016C	XV	294777	296120	-	1344	897
YOR007C	XV	338938	339978	-	1041	5282
YOR325W	XV	924577	925050	+	474	0
YOL085W-A	XV	161579	161791	+	213	26
YOL160W	XV	14313	14654	+	342	12
YOR361C	XV	1015361	1017652	-	2292	4697
YOL158C	XV	19491	21311	-	1821	2689
YOR315W	XV	904760	905800	+	1041	1774
YOR010C	XV	346195	346950	-	756	90
YOR384W	XV	1061564	1063648	+	2085	358
YOR234C	XV;XV	778555;779387	778859;779405	-;-	324	4571
YOR283W	XV	847453	848145	+	693	650
YOR020W-A	XV	371685	371957	+	273	359
YOL045W	XV	243497	246802	+	3306	522
YOR102W	XV	516423	516773	+	351	4
YOL128C	XV	78352	79479	-	1128	175
YOR360C	XV	1013241	1014821	-	1581	541
YOL097C	XV	136527	137825	-	1299	2804
YOR164C	XV	643394	644332	-	939	859
YOR175C	XV	659815	661674	-	1860	1870
tP(UGG)O1	XV;XV	301097;301163	301132;301198	+;+	72	0
YOR086C	XV	483219	486779	-	3561	2760
YOR242C	XV	788742	789857	-	1116	60
YOR155C	XV	626628	627980	-	1353	585
YOL019W-A	XV	288420	288572	+	153	0
YOL030W	XV	268187	269641	+	1455	3535
YOR323C	XV	921535	922905	-	1371	1973
YOL017W	XV	292529	294673	+	2145	383
YOR233W	XV	775846	778248	+	2403	683
YOL037C	XV	256666	257019	-	354	10
YOR083W	XV	479533	480420	+	888	125
YOL010W	XV	307938	309041	+	1104	993
YOR118W	XV	546857	548560	+	1704	796
YOR128C	XV	564476	566191	-	1716	4777
YOL125W	XV	83834	85264	+	1431	439
YOL004W	XV	316938	321548	+	4611	2078
YOR177C	XV	665785	667179	-	1395	78
YOR166C	XV	647126	648502	-	1377	470
YOR006C	XV	337680	338621	-	942	610
YOR324C	XV	923232	925040	-	1809	224
YOL024W	XV	277086	277604	+	519	5
YOR033C	XV	392416	394524	-	2109	614
