Chromosome,GeneStart,GeneEnd,GeneLength,ConcTumor,ConcNormal,Fold,FDR,Annotation,Symbol,GeneName,Direction
chr7,130944160,130961371,17212,4.761404831,3.263883255,0.99709076,0.048245737,Promoter ,LINC-PINT,long intergenic non-protein coding RNA p53 induced transcript,Open
chr1,220974417,220982435,8019,3.879327596,2.568498924,0.938100543,0.048245737,Intron ,LOC105372930,uncharacterized LOC105372930,Open
chr10,3486631,3515593,28963,4.625336843,3.347649317,0.927428386,0.048245737,Distal Intergenic,LINC02669,long intergenic non-protein coding RNA 2669,Open
chr17,38339335,38343847,4513,4.731599243,2.900051625,1.048571526,0.048245737,Exon ,GPR179,G protein-coupled receptor 179,Open
chr1,45913588,46030759,117172,4.677736461,3.147300093,1.00334348,0.048245737,Intron ,MAST2,microtubule associated serine/threonine kinase 2,Open
chr2,121705709,121728562,22854,4.971157415,3.558153159,0.974947713,0.048245737,Exon ,NIFK-AS1,NIFK antisense RNA 1,Open
chr8,128420712,128561126,140415,4.585899035,3.399087646,0.897388154,0.048245737,Intron ,LINC00824,long intergenic non-protein coding RNA 824,Open
chr19,18097778,18145865,48088,5.073340078,3.453168318,1.021100007,0.048245737,Promoter ,MAST3,microtubule associated serine/threonine kinase 3,Open
chr5,124636913,124644337,7425,4.440234504,2.963033869,0.990657689,0.048245737,Distal Intergenic,ZNF608,zinc finger protein 608,Open
chr17,39739967,39746988,7022,7.58923006,4.89213622,1.041407038,0.048245737,Promoter ,GRB7,growth factor receptor bound protein 7,Open
chr1,167630093,167706248,76156,4.831663151,3.295613248,1.005766522,0.048245737,Promoter ,RCSD1,RCSD domain containing 1,Open
chr21,34791786,34887183,95398,4.261090081,2.771536272,0.988936483,0.048245737,Intron ,RUNX1,RUNX family transcription factor 1,Open
chr1,38991276,39006059,14784,4.812558989,3.198637359,1.015003162,0.048245737,Distal Intergenic,AKIRIN1,akirin 1,Open
chr3,11137093,11260775,123683,4.758949286,3.248476961,0.995128056,0.048245737,Promoter ,HRH1,histamine receptor H1,Open
chr1,94059469,94061439,1971,4.743078585,3.128358256,1.015326123,0.048245737,Intron ,ABCA4,ATP binding cassette subfamily A member 4,Open
chr1,164626006,164848522,222517,4.256011206,2.759178496,0.992869572,0.048245737,Promoter ,PBX1,PBX homeobox 1,Open
chr11,70208115,70244042,35928,5.160492036,3.398432912,1.041215227,0.048245737,Intron ,LOC124902705,uncharacterized LOC124902705,Open
chr19,40892936,40912357,19422,3.773846326,2.420881503,0.956662339,0.048245737,Intron ,CYP2G1P,cytochrome P450 family 2 subfamily G member 1 pseudogene,Open
chr2,74378187,74385441,7255,4.681762447,3.167068297,0.993394511,0.048245737,Promoter ,DCTN1,dynactin subunit 1,Open
chr8,99999347,100125798,126452,4.208522418,2.83312425,0.954835147,0.048245737,Promoter ,RGS22,regulator of G protein signaling 22,Open
chr2,200762308,200794239,31932,4.698125905,3.17408245,0.998493567,0.048245737,Intron ,AOX3P-AOX2P,AOX3P-AOX2P readthrough transcribed pseudogene,Open
chr2,207186689,207259746,73058,5.33735926,3.468704299,1.051148084,0.048245737,Promoter ,MYOSLID-AS1,MYOSLID antisense RNA 1,Open
chr10,70844497,70860486,15990,3.902111453,2.538957357,0.950815289,0.048245737,Intron ,SGPL1,sphingosine-1-phosphate lyase 1,Open
chr11,128968763,129164345,195583,5.091369098,3.561722587,0.999198229,0.048245737,Intron ,ARHGAP32,Rho GTPase activating protein 32,Open
chr1,221846074,221916515,70442,5.52180157,3.93864091,1.01189279,0.048245737,Intron ,LOC124904517,uncharacterized LOC124904517,Open
chr5,14183798,14399400,215603,4.630266079,3.16988167,0.981162528,0.048245737,Intron ,TRIO,trio Rho guanine nucleotide exchange factor,Open
chr8,139988740,140238493,249754,4.326756371,2.955307309,0.956979801,0.048245737,Intron ,TRAPPC9,trafficking protein particle complex subunit 9,Open
chr8,123503118,123532143,29026,4.506817152,3.050442196,0.979922717,0.048245737,Intron ,FBXO32,F-box protein 32,Open
chr1,202122886,202128598,5713,5.479448447,3.831488535,1.023541807,0.048245737,Distal Intergenic,GPR37L1,G protein-coupled receptor 37 like 1,Open
chr21,36460621,36480122,19502,4.243789951,2.855513994,0.958223383,0.048245737,Intron ,CLDN14,claudin 14,Open
chr12,50222318,50249893,27576,4.513713356,3.015868805,0.991467683,0.048245737,Promoter ,LIMA1,LIM domain and actin binding 1,Open
chr17,56110958,56228550,117593,4.715081243,3.295534901,0.972787919,0.048245737,Promoter ,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1,Open
chr20,41514920,41618384,103465,4.818633964,3.18695122,1.020591712,0.048245737,Exon ,CHD6,chromodomain helicase DNA binding protein 6,Open
chr20,50653153,50660282,7130,4.843425969,3.3171898,0.998167065,0.048245737,Intron ,RIPOR3-AS1,RIPOR3 antisense RNA 1,Open
chr11,35237969,35286202,48234,4.723294947,3.267727622,0.981759333,0.048245737,Promoter ,SLC1A2-AS1,SLC1A2 antisense RNA 1,Open
chr8,133465642,133475934,10293,4.399082249,3.031562733,0.951769879,0.048245737,Intron ,ST3GAL1,ST3 beta-galactoside alpha-23-sialyltransferase 1,Open
chr11,68121888,68122938,1051,5.956741252,4.126651703,1.047906372,0.048245737,Distal Intergenic,CHKA-DT,CHKA divergent transcript,Open
chr17,76395358,76453141,57784,4.365743975,2.636478597,1.033640892,0.048245737,Intron ,UBE2O,ubiquitin conjugating enzyme E2 O,Open
chr16,19474165,19481426,7262,4.889332861,3.222887718,1.023180863,0.048245737,3' UTR,TMC5,transmembrane channel like 5,Open
chr19,19570226,19579954,9729,5.027675556,3.312442756,1.031957832,0.048245737,Intron ,PBX4,PBX homeobox 4,Open
chr18,1269526,1271974,2449,4.304471129,2.774417282,0.995478564,0.048245737,Promoter ,LINC00470,long intergenic non-protein coding RNA 470,Open
chr5,32243521,32255937,12417,4.21249427,2.695264545,0.991930233,0.048245737,Intron ,MTMR12,myotubularin related protein 12,Open
chr5,1510762,1510856,95,4.804742681,3.191604539,1.011900683,0.048245737,Intron ,MIR6075,microRNA 6075,Open
chr2,212926257,212926336,80,4.652981563,3.108214382,1.001701414,0.048245737,Intron ,MIR4776-1,microRNA 4776-1,Open
chr11,66685871,66744670,58800,5.612240992,3.781051058,1.047654217,0.048245737,Promoter ,SPTBN2,spectrin beta non-erythrocytic 2,Open
chr14,20400667,20403857,3191,4.231053861,2.832777055,0.957604953,0.048245737,Promoter ,TEP1,telomerase associated protein 1,Open
chr11,65423960,65424118,159,5.235961325,3.666156912,1.009029943,0.048245737,Exon ,NEAT1,nuclear paraspeckle assembly transcript 1,Open
chr10,6920323,7119808,199486,4.072076158,2.866657209,0.892515838,0.048245737,Intron ,LOC105376387,uncharacterized LOC105376387,Open
chr1,155659501,155689334,29834,4.86044999,3.169636657,1.029269815,0.048245737,Promoter ,YY1AP1,YY1 associated protein 1,Open
chr6,27892699,27893185,487,5.882721218,4.100094162,1.041549863,0.048245737,Promoter ,H2AC17,H2A clustered histone 17,Open
chr17,78674048,78782272,108225,4.430497113,2.93094886,0.991328448,0.048245737,Intron ,CYTH1,cytohesin 1,Open
chr17,76872647,76950382,77736,4.609205237,3.025384497,1.008858249,0.048245737,Promoter ,MGAT5B,alpha-16-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B,Open
chr6,108959460,108965117,5658,4.281278383,3.078716079,0.902277762,0.048245737,Intron ,ARMC2,armadillo repeat containing 2,Open
chr22,40966201,40972662,6462,4.18149404,2.721778574,0.98141521,0.048245737,Exon ,RBX1,ring-box 1,Open
chr8,125082886,125083856,971,4.567447299,2.97842826,1.005815219,0.048245737,Intron ,WASHC5,WASH complex subunit 5,Open
chr19,18931586,18941261,9676,4.197270948,2.698329812,0.986292667,0.048245737,Distal Intergenic,HOMER3,homer scaffold protein 3,Open
chr1,151837818,151839820,2003,5.396560781,3.679510988,1.032726752,0.048245737,Promoter ,C2CD4D,C2 calcium dependent domain containing 4D,Open
chr1,229871965,229892002,20038,4.906184931,2.955812503,1.054248241,0.048245737,Intron ,LINC01682,long intergenic non-protein coding RNA 1682,Open
chr3,195005703,195015193,9491,4.170288925,2.853218576,0.941391477,0.048245737,Intron ,LOC105374295,uncharacterized LOC105374295,Open
chr1,33014483,33021703,7221,4.484230712,3.116113551,0.955963463,0.048245737,Intron ,AK2,adenylate kinase 2,Open
chr1,228395534,228406800,11267,4.790058934,3.296378942,0.992739518,0.048245737,Promoter ,TRIM11,tripartite motif containing 11,Open
chr3,181727718,181740681,12964,4.604578213,2.721072302,1.049688316,0.048245737,Distal Intergenic,SOX2-OT,SOX2 overlapping transcript,Open
chr19,12884422,12887201,2780,5.535367501,3.829399373,1.030701805,0.048245737,Promoter ,KLF1,KLF transcription factor 1,Open
chr8,118340934,118356862,15929,5.000478691,3.072091884,1.052519585,0.048245737,Intron ,SAMD12,sterile alpha motif domain containing 12,Open
chr4,86016086,86453436,437351,4.36801063,3.013650277,0.948342396,0.048245737,Promoter ,MAPK10,mitogen-activated protein kinase 10,Open
chr10,4149446,4174793,25348,4.623201935,3.161723657,0.980467126,0.048245737,Distal Intergenic,LOC105376368,uncharacterized LOC105376368,Open
chr20,39812589,39815097,2509,3.984923947,2.465268913,0.985396989,0.048245737,Distal Intergenic,LOC105372614,uncharacterized LOC105372614,Open
chr2,38666243,38731802,65560,4.586668888,3.205453948,0.963048281,0.048245737,Promoter ,GALM,galactose mutarotase,Open
chr2,219381998,219400022,18025,4.538275589,3.026550603,0.993318366,0.048245737,Promoter ,DNPEP,aspartyl aminopeptidase,Open
chr3,11277219,11309028,31810,4.57002754,3.122814039,0.977241093,0.048245737,Intron ,ATG7,autophagy related 7,Open
chr16,2969558,2973482,3925,5.122173946,3.645211154,0.988399192,0.048245737,Promoter ,PAQR4,progestin and adipoQ receptor family member 4,Open
chr6,100509218,100510308,1091,4.371935688,2.953412308,0.970307753,0.048245737,Intron ,ASCC3,activating signal cointegrator 1 complex subunit 3,Open
chr1,178724306,178726285,1980,5.240242039,3.672180692,1.005921083,0.048245737,Promoter ,RALGPS2-AS1,RALGPS2 antisense RNA 1,Open
chr14,31100597,31101392,796,5.060484339,3.428701724,1.017754276,0.048245737,Intron ,HECTD1,HECT domain E3 ubiquitin protein ligase 1,Open
chr17,27237834,27241753,3920,5.67741614,3.831517423,1.0456011,0.048245737,Distal Intergenic,LOC124903956,uncharacterized LOC124903956,Open
chr15,61687080,61689525,2446,3.837081181,2.578995158,0.914519571,0.048245737,Intron ,LOC107984783,uncharacterized LOC107984783,Open
chr20,46008908,46016561,7654,5.078450766,3.560780747,0.994507572,0.048245737,Distal Intergenic,MMP9,matrix metallopeptidase 9,Open
chr14,36665990,36676355,10366,4.67658971,3.010330901,1.018959663,0.048245737,Intron ,PAX9,paired box 9,Open
chr1,44674780,44724343,49564,3.89998544,2.493423677,0.957780436,0.048245737,Intron ,ARMH1,armadillo like helical domain containing 1,Open
chr19,10780254,10780335,82,4.265002696,3.042131681,0.904404316,0.048245737,Promoter ,MIR4748,microRNA 4748,Open
chr17,63433909,63435184,1276,4.756732858,3.401644112,0.953845372,0.048245737,Promoter ,CYB561,cytochrome b561,Open
chr1,59393208,59626023,232816,4.75333182,3.182608466,1.001525559,0.048245737,Intron ,FGGY,FGGY carbohydrate kinase domain containing,Open
chr10,9198636,9273657,75022,4.446987337,2.89469214,0.999578901,0.048245737,Distal Intergenic,LOC101928272,uncharacterized LOC101928272,Open
chr11,68403977,68406547,2571,4.445200418,2.654243844,1.037292266,0.048245737,Intron ,LRP5,LDL receptor related protein 5,Open
chr16,3983392,4015682,32291,4.757055146,3.214773603,1.000918374,0.048245737,Intron ,ADCY9,adenylate cyclase 9,Open
chr14,50464078,50532087,68010,3.916343294,2.512242611,0.960920209,0.048245737,Intron ,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,Open
chr3,57972438,57975004,2567,4.383964428,3.259393238,0.86127781,0.048245737,Distal Intergenic,LOC124909385,uncharacterized LOC124909385,Open
chr8,95115642,95156544,40903,4.649743642,3.061627489,1.006498968,0.048245737,Promoter ,PLEKHF2,pleckstrin homology and FYVE domain containing 2,Open
chr1,40161387,40240921,79535,4.154842712,2.341893669,1.039222638,0.048245737,Distal Intergenic,RLF,RLF zinc finger,Open
chr17,81559064,81566985,7922,5.13263706,3.157904351,1.052378421,0.048245737,Promoter ,NPLOC4,NPL4 homolog ubiquitin recognition factor,Open
chr14,69055210,69118194,62985,4.68284954,3.06482385,1.010258622,0.048245737,Intron ,DCAF5,DDB1 and CUL4 associated factor 5,Open
chr17,50152176,50160357,8182,5.082322529,3.55969058,0.997816997,0.048245737,Promoter ,LOC124904025,uncharacterized LOC124904025,Open
chr3,184579748,184580700,953,4.956570416,3.320261682,1.016395651,0.048245737,Intron ,EPHB3,EPH receptor B3,Open
chr17,64968021,64975683,7663,4.686362798,3.131730857,1.003984949,0.048245737,Exon ,AMZ2P1,AMZ2 pseudogene 1,Open
chr16,12297197,12297323,127,4.467455674,3.075509088,0.958838081,0.048245737,Intron ,LOC124900383,small nucleolar RNA ACA64,Open
chr1,209528203,209532113,3911,5.023333481,3.327250306,1.025094124,0.048245737,Intron ,LOC105372898,uncharacterized LOC105372898,Open
chr17,74958976,74972716,13741,5.081573923,3.266151945,1.039301816,0.048245737,Promoter ,HID1,HID1 domain containing,Open
chr17,64593015,64598445,5431,4.033397461,2.890715396,0.879343229,0.048245737,Intron ,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,Open
chr8,141219747,141230348,10602,4.559464271,3.162927235,0.958758119,0.048245737,Intron ,SLC45A4,solute carrier family 45 member 4,Open
chr15,70503907,70504878,972,4.5770429,3.175703316,0.966572304,0.048245737,Promoter ,LINC02205,long intergenic non-protein coding RNA 2205,Open
chr3,159069855,159764511,694657,4.307284894,3.009823033,0.930605142,0.048245737,Intron ,IQCJ-SCHIP1,IQCJ-SCHIP1 readthrough,Open
chr17,44557484,44561262,3779,4.086347351,2.793576008,0.930314763,0.048245737,Distal Intergenic,FZD2,frizzled class receptor 2,Open
chr14,76769881,76777999,8119,4.881031423,3.60505686,0.928151,0.048245737,Promoter ,VASH1,vasohibin 1,Open
chr1,66354382,66372738,18357,4.249454504,2.914478497,0.950319507,0.048245737,Intron ,PDE4B,phosphodiesterase 4B,Open
chr14,90449602,90459247,9646,4.777413181,3.098549279,1.019770138,0.048245737,Distal Intergenic,LINC00642,long intergenic non-protein coding RNA 642,Open
chr10,43194535,43267065,72531,5.263661349,3.679776398,1.007442648,0.048245737,Distal Intergenic,RASGEF1A,RasGEF domain family member 1A,Open
chr17,57444487,57596950,152464,4.928085685,3.292581359,1.014320072,0.048245737,Intron ,MSI2,musashi RNA binding protein 2,Open
chr9,84275457,84340758,65302,4.311050607,2.851381762,0.973533591,0.048245737,Intron ,SLC28A3,solute carrier family 28 member 3,Open
chr20,5656130,5657449,1320,4.696761262,2.87754963,1.037950457,0.048245737,Promoter ,LOC124904864,uncharacterized LOC124904864,Open
chr2,20200799,20225433,24635,5.581440189,3.89216472,1.02396579,0.048245737,Distal Intergenic,SDC1,syndecan 1,Open
chr1,33238575,33239158,584,4.150962749,2.878301197,0.919832896,0.048245737,Distal Intergenic,ZNF362,zinc finger protein 362,Open
chr8,100475670,100493063,17394,4.492417441,2.89540157,1.004014767,0.048245737,Intron ,LOC124901992,uncharacterized LOC124901992,Open
chr4,107894248,107895687,1440,4.119826947,2.706524283,0.959588045,0.048245737,Promoter ,SGMS2,sphingomyelin synthase 2,Open
chr19,10718561,10777154,58594,4.50889203,3.262536339,0.919021389,0.048245737,Intron ,DNM2,dynamin 2,Open
chr14,35310833,35317472,6640,4.421992167,3.163267995,0.915241301,0.048245737,Distal Intergenic,PSMA6,proteasome 20S subunit alpha 6,Open
chr22,42890944,42945873,54930,5.298575873,3.608524702,1.02345152,0.048245737,Intron ,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,Open
chr17,83199651,83221455,21805,5.22805204,3.548947056,1.02287306,0.048245737,Promoter ,LOC101929650,uncharacterized LOC101929650,Open
chr6,42126377,42142619,16243,5.33781188,3.828388104,0.991246528,0.048245737,Intron ,C6orf132,chromosome 6 open reading frame 132,Open
chr20,33562334,33623954,61621,5.084652326,3.573857674,0.992162492,0.048245737,Intron ,CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2,Open
chr6,17763693,17987635,223943,3.736786288,2.452811922,0.921390314,0.048245737,Intron ,KIF13A,kinesin family member 13A,Open
chr2,65313703,65334773,21071,4.7199448,3.292901611,0.969536726,0.048245737,Distal Intergenic,SPRED2,sprouty related EVH1 domain containing 2,Open
chr6,33999972,34000051,80,4.4294239,3.062489138,0.947071404,0.048245737,Distal Intergenic,MIR1275,microRNA 1275,Open
chr1,169853074,169888888,35815,3.854158828,2.096310039,1.029116213,0.048245737,Exon ,SCYL3,SCY1 like pseudokinase 3,Open
chr10,5498697,5499570,874,5.463030295,3.910783546,0.999762922,0.048245737,Exon ,CALML5,calmodulin like 5,Open
chr8,124515924,124523479,7556,5.022069791,3.402360501,1.011652938,0.048245737,Promoter ,TATDN1,TatD DNase domain containing 1,Open
chr15,45645881,45669946,24066,4.858563741,3.326444781,0.994192795,0.048245737,Intron ,SQOR,sulfide quinone oxidoreductase,Open
chr4,86823468,86849384,25917,4.081041624,2.82809842,0.91095719,0.048245737,Distal Intergenic,SLC10A6,solute carrier family 10 member 6,Open
chr16,1182023,1203158,21136,4.579106188,3.276355712,0.93244538,0.048245737,Promoter ,CACNA1H,calcium voltage-gated channel subunit alpha1 H,Open
chr1,117604624,117605685,1062,4.96016235,3.409054097,0.997174327,0.048245737,Distal Intergenic,TENT5C-DT,TENT5C divergent transcript,Open
chr14,36725153,36759718,34566,4.545742157,3.01202692,0.991177717,0.048245737,Intron ,SLC25A21,solute carrier family 25 member 21,Open
chr10,14908188,14923675,15488,4.258692945,2.883362021,0.952456536,0.048245737,Promoter ,DCLRE1C,DNA cross-link repair 1C,Open
chr7,88283830,88298356,14527,4.421968993,3.291449575,0.870345126,0.048245737,Intron ,LOC124901692,uncharacterized LOC124901692,Open
chr8,47654088,47735883,81796,5.113356571,3.460532682,1.015196205,0.048245737,Intron ,SPIDR,scaffold protein involved in DNA repair,Open
chr3,188341663,188609279,267617,4.230161774,2.758781793,0.977101802,0.048245737,Intron ,LPP,LIM domain containing preferred translocation partner in lipoma,Open
chr8,124868012,124951097,83086,4.394490328,2.92177368,0.976418078,0.048245737,Promoter ,LINC00964,long intergenic non-protein coding RNA 964,Open
chr8,101368910,101369550,641,4.759011528,3.283835166,0.978126059,0.048245737,Distal Intergenic,NACA4P,NACA family member 4 pseudogene,Open
chr10,74734351,74753740,19390,5.125689948,3.593900817,0.994388131,0.048245737,Intron ,LOC124902459,uncharacterized LOC124902459,Open
chr20,38601809,38650653,48845,4.917292153,3.203726998,1.024598824,0.048245737,Intron ,ARHGAP40,Rho GTPase activating protein 40,Open
chr17,78420222,78425114,4893,4.724240126,3.280606185,0.975422958,0.048245737,Promoter ,PGS1,phosphatidylglycerophosphate synthase 1,Open
chr14,50007308,50047613,40306,4.793181755,3.320543964,0.98305045,0.048245737,Intron ,LINC01599,long intergenic non-protein coding RNA 1599,Open
chr17,72403328,72465920,62593,4.766490513,3.37353046,0.961866458,0.048245737,Promoter ,LINC00673,long intergenic non-protein coding RNA 673,Open
chr22,31127802,31134636,6835,4.518873842,3.031314414,0.985485493,0.048245737,Intron ,INPP5J,inositol polyphosphate-5-phosphatase J,Open
chr19,18319977,18321997,2021,4.316224902,2.964677515,0.946478913,0.048245737,Promoter ,LOC105372300,uncharacterized LOC105372300,Open
chr20,47384520,47439260,54741,4.192622145,2.782529578,0.960425971,0.048245737,Intron ,LINC01754,long intergenic non-protein coding RNA 1754,Open
chr1,168090446,168104909,14464,4.932705476,3.392857199,0.993441216,0.048245737,Intron ,GPR161,G protein-coupled receptor 161,Open
chr17,30378927,30469989,91063,4.791689496,3.178993654,1.010411563,0.048245737,Distal Intergenic,CPD,carboxypeptidase D,Open
chr7,98281667,98292963,11297,4.197321554,2.90686886,0.925456295,0.048245737,Exon ,BRI3,brain protein I3,Open
chr1,8078228,8155144,76917,4.327196094,2.854796314,0.976676725,0.048245737,Intron ,ERRFI1-DT,ERRFI1 divergent transcript,Open
chr6,27866792,27867588,797,4.68896488,2.916153651,1.031517003,0.048245737,Promoter ,H1-5,H1.5 linker histone cluster member,Open
chr1,206828877,206842622,13746,4.70849192,3.114591715,1.00927374,0.048245737,Intron ,IL19,interleukin 19,Open
chr11,65826322,65831770,5449,4.718443286,3.267083918,0.971164749,0.048245737,Distal Intergenic,LOC124902693,uncharacterized LOC124902693,Open
chr1,225886282,225889146,2865,5.603478871,3.894162078,1.024738991,0.048245737,Intron ,LEFTY1,left-right determination factor 1,Open
chr6,31920096,31935990,15895,4.868843431,3.146875642,1.024649742,0.048245737,Promoter ,C2,complement C2,Open
chr4,40200345,40243962,43618,4.456115365,3.084358777,0.96051544,0.048245737,Intron ,RHOH,ras homolog family member H,Open
chr1,210439583,210676296,236714,5.052741903,3.609978917,0.970951451,0.048245737,5' UTR,HHAT,hedgehog acyltransferase,Open
chr1,115922765,115952697,29933,4.246029964,2.848640876,0.960351684,0.048245737,Promoter ,LOC101928977,uncharacterized LOC101928977,Open
chr8,58070207,58075623,5417,4.590193502,3.126463636,0.973513297,0.048245737,Intron ,FAM110B,family with sequence similarity 110 member B,Open
chr5,174045744,174243501,197758,4.635590434,3.196411647,0.971562245,0.048245737,Promoter ,LOC124901139,uncharacterized LOC124901139,Open
chr1,94318009,94335380,17372,4.992824291,2.754051245,1.049783862,0.048257842,Intron ,ARHGAP29-AS1,ARHGAP29 antisense RNA 1,Open
chr8,37862759,37899454,36696,4.362681715,3.05183379,0.937584446,0.048319696,Intron ,RAB11FIP1,RAB11 family interacting protein 1,Open
chr8,102680089,102685984,5896,4.688261489,3.080315231,1.004183527,0.048549425,Exon ,LOC105375685,uncharacterized LOC105375685,Open
chr17,75093287,75104410,11124,5.305914073,3.427490948,1.040175465,0.048549425,Promoter ,SLC16A5,solute carrier family 16 member 5,Open
chr11,18531698,18579518,47821,3.869342334,2.434644907,0.971394832,0.048580919,Promoter ,UEVLD,UEV and lactate/malate dehyrogenase domains,Open
chr3,125108069,125155065,46997,4.584540353,3.042912542,0.990716398,0.048607346,Intron ,SLC12A8,solute carrier family 12 member 8,Open
chr3,42149235,42204189,54955,4.241491504,2.802092102,0.966421897,0.048700771,Intron ,TRAK1,trafficking kinesin protein 1,Open
chr8,141207166,141228570,21405,5.211211,3.465843614,1.026074395,0.048776211,Promoter ,SLC45A4,solute carrier family 45 member 4,Open
chr8,94427716,94436944,9229,4.699399438,3.327427657,0.950686033,0.048776211,Promoter ,FSBP,fibrinogen silencer binding protein,Open
chr1,228434777,228457873,23097,6.299474634,4.473296145,1.035516419,0.048776211,Promoter ,LOC124904538,uncharacterized LOC124904538,Open
chr15,60351192,60374505,23314,5.567378037,3.804194735,1.028802608,0.048776211,Promoter ,ANXA2,annexin A2,Open
chr22,28821723,28848553,26831,5.080466065,3.284777242,1.031528158,0.048781577,Promoter ,LOC107985549,uncharacterized LOC107985549,Open
chr8,134716679,134741636,24958,4.682198404,3.192468986,0.979696206,0.048781577,Promoter ,ZFAT,zinc finger and AT-hook domain containing,Open
chr12,60261666,60265882,4217,4.363223261,3.009599489,0.941812135,0.048781577,Intron ,LOC124903071,uncharacterized LOC124903071,Open
chr6,157716046,157875087,159042,4.491349842,3.102683747,0.958478616,0.048781577,Intron ,SNX9,sorting nexin 9,Open
chr11,43830063,43856404,26342,4.283912395,2.933445486,0.940493723,0.048781577,Promoter ,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,Open
chr17,59267044,59275967,8924,3.927617919,2.270492329,1.013458279,0.048781577,Distal Intergenic,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,Open
chr3,9033431,9081287,47857,4.29901578,3.056507247,0.910425732,0.048952139,Intron ,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,Open
chr3,196806579,196808044,1466,3.845406339,2.476373174,0.943606455,0.048952139,Intron ,PAK2,p21  activated kinase 2,Open
chr8,37693496,37694783,1288,5.253014445,3.648665947,1.003901587,0.048952139,Promoter ,LOC124901932,uncharacterized LOC124901932,Open
chr17,28523941,28538896,14956,5.341222778,3.474925283,1.037019597,0.048952139,Promoter ,FOXN1,forkhead box N1,Open
chr17,64093493,64130059,36567,4.236167078,2.810177546,0.968699732,0.048954717,Intron ,ERN1,endoplasmic reticulum to nucleus signaling 1,Open
chr16,2852730,2858170,5441,5.290505686,3.72523928,0.999085687,0.04896184,Promoter ,PRSS22,serine protease 22,Open
chr1,162561722,162601240,39519,4.344968837,2.979601171,0.945923991,0.048963686,Intron ,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,Open
chr1,159941373,159946405,5033,4.731011927,3.355166558,0.949631628,0.048963893,Promoter ,LOC124904438,uncharacterized LOC124904438,Open
chr1,182203950,182211976,8027,5.200055663,3.504785149,1.018114796,0.048963893,Intron ,LINC01344,long intergenic non-protein coding RNA 1344,Open
chr8,100213087,100231284,18198,4.593079284,3.033838973,0.991712419,0.048963893,Intron ,SPAG1,sperm associated antigen 1,Open
chr2,26032411,26033579,1169,4.684587917,3.195699578,0.98082011,0.04898264,Distal Intergenic,LOC124907743,uncharacterized LOC124907743,Open
chr8,124483345,124486234,2890,5.088878883,3.37315014,1.019260891,0.04898264,Exon ,RNF139,ring finger protein 139,Open
chr8,142176339,142176418,80,4.22568629,2.941972216,0.921079493,0.048989549,Intron ,MIR4472-1,microRNA 4472-1,Open
chr17,64363286,64370245,6960,4.579931242,3.291131714,0.923409604,0.049012415,Intron ,PECAM1,platelet and endothelial cell adhesion molecule 1,Open
chr8,132024216,132059382,35167,5.129393296,3.533226529,1.000256073,0.049025879,Intron ,OC90,otoconin 90,Open
chr6,41436972,41443844,6873,4.655561413,3.198550997,0.973180605,0.049025879,Intron ,LOC107986538,uncharacterized LOC107986538,Open
chr17,38195703,38257381,61679,4.838334012,2.583655041,1.044446467,0.049025879,Promoter ,NPEPPSP1,NPEPPS pseudogene 1,Open
chr15,90352284,90362847,10564,4.184638099,2.870487429,0.929944424,0.049025879,Distal Intergenic,ZNF774,zinc finger protein 774,Open
chr19,24048256,24058108,9853,4.469257109,2.712921615,1.023238375,0.04925382,Intron ,ZNF254,zinc finger protein 254,Open
chr18,22462719,22464939,2221,4.632632914,3.205095016,0.962118719,0.04925382,Promoter ,LOC124904260,uncharacterized LOC124904260,Open
chr8,124729457,124767248,37792,4.685699257,2.858188114,1.030380228,0.049441307,Intron ,LOC105375741,uncharacterized LOC105375741,Open
chr4,6200733,6239937,39205,4.265364395,2.955330709,0.93240442,0.049441307,Promoter ,JAKMIP1-DT,JAKMIP1 divergent transcript,Open
chr8,143857324,143878467,21144,4.987949141,3.527843978,0.973038323,0.049626431,Promoter ,EPPK1,epiplakin 1,Open
chr1,154726676,154727576,901,4.310736301,2.981339319,0.929419288,0.049626431,Intron ,LOC124904429,uncharacterized LOC124904429,Open
chr8,28812357,28813700,1344,3.979710525,2.645037996,0.927671787,0.049629005,Intron ,INTS9,integrator complex subunit 9,Open
chr2,72179015,72354278,175264,4.369988718,3.1237258,0.904886362,0.049679934,Intron ,EXOC6B,exocyst complex component 6B,Open
chr8,123429995,123442021,12027,4.73437918,3.201354464,0.98517751,0.049679934,Intron ,NTAQ1,N-terminal glutamine amidase 1,Open
chr20,19757606,19890334,132729,4.627195521,2.498846285,1.042814412,0.04986227,Intron ,RIN2,Ras and Rab interactor 2,Open
chr12,3752518,3757842,5325,5.223800051,3.506945126,1.018026524,0.04986227,Intron ,LOC107984495,uncharacterized LOC107984495,Open
